ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00399,2026-06-11T06:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,31.06,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00400,2026-04-01T11:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,12.09,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00401,2026-01-09T16:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,8.78,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00402,2026-03-29T02:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,15.75,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00403,2026-04-25T01:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,9.02,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00404,2026-06-29T23:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,11.64,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00405,2026-04-02T04:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,14.12,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00406,2026-06-05T21:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,15.56,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00407,2026-03-20T21:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,19.03,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00408,2026-02-25T04:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,1.81,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00409,2026-04-19T21:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,5.83,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00410,2026-05-21T12:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,20.09,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00411,2026-05-06T13:00:00,Azure,Database,P1,Azure database operational issue,Resolved,Cloud Operations,9.23,No,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00412,2026-03-29T01:00:00,Azure,Storage,P2,Azure storage operational issue,Resolved,Cloud Operations,3.76,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00413,2026-04-10T01:00:00,AWS,Terraform,P4,AWS terraform operational issue,Resolved,Cloud Operations,35.81,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00414,2026-04-01T16:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,3.07,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00415,2026-01-13T17:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,13.27,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00416,2026-05-22T08:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,20.07,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00417,2026-04-21T10:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,14.43,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00418,2026-05-14T10:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,3.02,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00419,2026-06-16T00:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,2.29,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00420,2026-03-18T04:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,18.19,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00421,2026-01-12T16:00:00,Azure,Terraform,P4,Azure terraform operational issue,Resolved,Cloud Operations,31.84,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00422,2026-04-09T16:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,36.43,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00423,2026-03-27T06:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,23.12,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00424,2026-06-16T21:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,33.03,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00425,2026-01-12T13:00:00,Azure,Monitoring,P2,Azure monitoring operational issue,Resolved,Cloud Operations,10.59,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00426,2026-01-29T22:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,34.47,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00427,2026-05-14T14:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,17.02,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00428,2026-02-03T04:00:00,AWS,Security,P4,AWS security operational issue,Resolved,Cloud Operations,35.49,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00429,2026-05-27T16:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,25.31,No,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00430,2026-03-17T03:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,19.5,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00431,2026-02-28T03:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,28.41,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00432,2026-04-12T15:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,35.65,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00433,2026-01-11T03:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,18.29,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00434,2026-04-12T15:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,32.6,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00435,2026-02-13T04:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,5.93,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
